abstract,concept
academic,achievement
academic,career
academic,circles
academic,community
academic,debate
academic,discipline
academic,discourse
academic,institution
academic,journal
academic,life
academic,performance
academic,research
academic,skills
academic,study
academic,success
academic,work
academic,world
academic,writing
academic,year
accept,responsibility
acceptable,behaviour
accurate,assessment
accurate,description
accurate,information
accurate,measurement
accurate,picture
accurate,record
achieve (a),goal
achieve (an),objective
achieve (an),outcome
acquire,knowledge
active,involvement
active,participant
active,participation
active,role
actively,involved
acutely,aware
add,information
additional,cost
additional,information
additional,problem
additional,resources
additional,support
address (an),issue
administrative,practices
adopt (a),procedure
adopt (an),approach
advanced,economy
advanced,technology
adverse,effect
adverse,reaction
adversely,affect
affect (the),outcome
affect (the),development (of)
allocate,resources
allow,access (to)
almost,identical
alternative,approach
alternative,explanation
alternative,form
alternative,interpretation
alternative,means
alternative,method
alternative,model
alternative,solution
alternative,source
alternative,strategy
alternative,view
alternative,way
ample,evidence
analytical,approach
analytical,tool
anecdotal,evidence
annual,conference
annual,meeting
annual,rate
annual,report
annual,review
apply,equally
apply (a),method
apply (the),theory
appropriate,action
appropriate,behaviour
appropriate,conditions
appropriate,data
appropriate,form
appropriate,language
appropriate,level
appropriate,point
appropriate,response
appropriate,skills
appropriate,treatment
appropriate,way
armed,conflict
artificial,intelligence
assess (the),impact (of)
assessment,process
associated,factors
assume,responsibility
assume (the),role (of)
atomic,energy
attend (a),conference
available,data
available,evidence
available,information
available,resources
average,score
background,knowledge
basic,assumption
basic,component
basic,concept
basic,element
basic,function
basic,information
basic,premise
basic,principle
basic,research
basic,structure
basic,technique
bear,resemblance (to)
become,apparent
become,available
become,aware
become,blurred
become,established
become,evident
become,independent
become,involved (with/in)
become,obvious
become,visible
become,widespread
become (a),source (of)
become (the),focus (of)
begin (a),process
behave,differently
beneficial,effect
best,"described (as, in terms of)"
binary,opposition
binary,system
biological,evolution
biological,science
biological,sex
brief,account
brief,description
brief,discussion
brief,history
brief,introduction
brief,overview
brief,period
brief,review
brief,summary
brief,time
briefly,describe
briefly,discuss
broad,agreement
broad,category
broad,definition
broad,range (of)
broad,spectrum
broader,context
broadly,defined
broadly,similar
business,sector
business,transaction
capitalist,country
capitalist,economy
capitalist,society
capitalist,system
capitalist,world
career,development
career,opportunity
careful,analysis
careful,attention
careful,consideration
careful,thought
carefully,controlled
carefully,selected
carry,information
carry out,research (of)
carry out (the),task
cast,doubt (on)
causal,link
causal,relation
causal,relationship
cause,consequences
cause,stress
central,authority
central,concept
central,concern
central,control
central,core
central,feature
central,focus
central,government
central,importance
central,issue
central,part
central,point
central,position
central,problem
central,question
central,role
central,tenet
central,theme
central,aspect
central,assumptions
central,characteristics
central,circumstances
change,constantly
change,dramatically
change,rapidly
change (an),attitude
changing,attitudes
changing,circumstances
changing,nature
changing,needs
changing,pattern
changing,world
characteristic,feature
chemical,reaction
civil,case
civil,society
class,consciousness
classic,example
classic,study
classic,text
classic,work
classical,theory
clear,boundary
clear,distinction
clear,evidence
clear,focus
clear,indication
clear,relationship
clear,statement
clear,structure
clearly,defined
clearly,demonstrated
clearly,established
clearly,evident
clearly,identified
clearly,important
clearly,related (to)
clearly,understand
clearly,visible
climate,change
climatic,conditions
close,contact
close,proximity
close,relationship
close,scrutiny
closely,"allied (to, with)"
closely,associated (with)
closely,"connected (to, with)"
closely,"linked (to, with)"
closely,related (to)
closely,resemble
closely,tied
closer,examination
closer,inspection
closer,look
cognitive,ability
cognitive,development
cognitive,skills
collaborative,learning
collect,data
collect,information
collective,action
collective,identity
collective,memory
combined,effect
come into,conflict (with)
come into,contact (with)
commercial,activity
commercial,transaction
commit (a),crime
commit (an),offence
common,ancestor
common,approach
common,assumption
common,characteristic
common,culture
common,error
common,feature
common,goal
common,method
common,source
common,theme
common,usage
commonly,accepted
commonly,associated (with)
commonly,called
commonly,encountered
commonly,found (in)
commonly,known (as)
commonly,referred (to) (as)
commonly,used
communicate,effectively
comparative,analysis
comparative,research
comparative,study
compelling,argument
compelling,evidence
compelling,reason
competitive,market
competitive,pressure
complete (a),task
complex,area
complex,interaction
complex,issue
complex,pattern
complex,problem
complex,process
complex,question
complex,relationship
complex,set
complex,situation
complex,structure
complex,system
comprehensive,account
comprehensive,approach
comprehensive,overview
comprehensive,review
comprehensive,system
conceptual,framework
concerted,effort
concluding,remarks
concluding,section
concluding,probability
conduct,research
conduct (a),study
conduct (a),survey
conduct (an),analysis
conduct (an),interview
conflict,resolution
conflicting,interests
consider,appropriate
consider,relevant
consider (a),possibility
consider (an),aspect
consider (an),issue
consider (the),impact (of)
consider (the),implications
consider (the),role (of)
considerable,amount (of)
considerable,attention
considerable,debate
considerable,degree (of)
considerable,detail
considerable,effort
considerable,evidence
considerable,extent
considerable,importance
considerable,influence
considerable,interest
considerable,research
considerable,support
considerable,variation
consistent,pattern
consistent,results
constant,rate
constituent,elements
constituent,parts
contain,information
contain (an),element
contemporary,debate
contemporary,issue
contemporary,life
contemporary,society
contemporary,world
contextual,factors
continued,existence
continued,growth
continued,use
continuous,process
contribute,significantly
contribute to (the),development (of)
controversial,issue
conventional,view
conventional,wisdom
convey,information
convey,meaning
convey (a),message
convincing,evidence
coping,strategy
core,area
core,element
core,issue
core,skills
core,value
correct,interpretation
correct (an),error
counter,argument
cover (a),range (of)
cover (a),topic
cover (an),area
create,conditions
create,opportunities
create,problems
create (an),environment
create (an),impression
create (an),opportunity
creative,process
creative,thinking
creative,work
criminal,offence
critical,analysis
critical,approach
critical,attention
critical,essay
critical,evaluation
critical,examination
critical,factor
critical,importance
critical,inquiry
critical,introduction
critical,issue
critical,perspective
critical,point
critical,reflection
critical,review
critical,role
critical,scrutiny
critical,theory
critical,thinking
critical,writing
critically,evaluate
crucial,difference
crucial,factor
crucial,importance
crucial,part
crucial,point
crucial,question
crucial,role
cultural,activity
cultural,aspect
cultural,attitudes
cultural,background
cultural,boundary
cultural,change
cultural,context
cultural,differences
cultural,dimension
cultural,diversity
cultural,factors
cultural,heritage
cultural,history
cultural,identity
cultural,influence
cultural,institution
cultural,issue
cultural,life
cultural,norm
cultural,perspective
cultural,phenomenon
cultural,practice
cultural,significance
cultural,theory
cultural,tradition
cultural,values
culturally,specific
current,climate
current,issue
current,policy
current,research
current,status
current,technology
current,trend
currently,available
daily,living
data,gathering
data,set
deal (with an),issue
deem,appropriate
deem,necessary
deep,understanding (of)
deeper,level
deeply,embedded
deeply,rooted
defining,characteristic
defining,concept
defining,feature
deliberate,attempt
democratic,institution
democratic,process
democratic,society
democratic,state
demographic,change
demographic,characteristics
demographic,factor
demonstrate,competence
densely,populated
deny,access (to)
dependent,variable
describe (a),method
describe (a),process
describe (a),procedure
descriptive,statistics
desired,outcome
detailed,analysis
detailed,examination
detailed,information
detailed,study
develop (a),method
develop (a),strategy
develop (a),technique
develop (a),theory
develop (an),approach
develop (an),argument
developmental,process
developmental,stage
diagnostic,test
differ,considerably
differ,significantly
differ,widely
digital,information
digital,media
digital,technology
direct,access
direct,communication
direct,consequences
direct,contact
direct,evidence
direct,impact
direct,involvement
direct,link
direct,observation
direct,relationship
direct,role
directly,affect
directly,affected
directly,"connected (to, with)"
directly,involved (in)
directly,"linked (to, with)"
directly,proportional (to)
directly,related (to)
directly,relevant (to)
directly,responsible (for)
disclose,information
discuss (a),topic
discuss (an),issue
disposable,income
distinct,group
distinct,type
distinctive,feature
distinguishing,feature
diverse,background
diverse,group
diverse,range (of)
dividing,line
documentary,evidence
domestic,market
domestic,sphere
domestic,violence
dominant,culture
dominant,discourse
dominant,form
dominant,group
dominant,ideology
dominant,paradigm
dominant,position
dominant,role
dramatic,change
dramatic,effect
dramatic,increase
draw,attention (to)
draw (a),conclusion
draw (a),distinction
draw (a),line
driving,force
due,process
dynamic,equilibrium
dynamic,nature
dynamic,process
dynamic,system
earlier,discussion
earlier,period
earlier,research
earlier,stage
earlier,study
earlier,times
earlier,version
earlier,work
early,decades
early,study
easily,accessible
easily,identified
easily,understood
easy,access
economic,activity
economic,affairs
